entry_time,exit_time,side,entry_price,exit_price,size,pnl,bars_held,exit_reason,regime,confidence
2026-01-13 00:25:00+00:00,2026-01-13 00:40:00+00:00,sell,91352.20105,91262.31835499998,1.2,-0.023623219971573503,3,take_profit,chop_mean_rev,0.5752581203047965
2026-01-13 08:50:00+00:00,2026-01-13 09:00:00+00:00,sell,92127.913,92307.93022500079,1.2,-0.3488144771229474,2,stop_loss,chop_mean_rev,0.602499850767209
2026-01-13 10:45:00+00:00,2026-01-13 13:30:00+00:00,buy,92049.30165,92231.23631250001,1.2,0.08563960766702162,33,take_profit,chop_mean_rev,0.5681839731236868
2026-01-13 19:40:00+00:00,2026-01-13 19:50:00+00:00,sell,93936.2084,94193.18521281859,1.2,-0.4438253387835282,2,stop_loss,chop_mean_rev,0.6218521070548756
2026-01-13 19:50:00+00:00,2026-01-13 20:05:00+00:00,sell,94117.91750000001,94366.99584092126,1.2,-0.43460314671095784,3,stop_loss,chop_mean_rev,0.6287208751311406
2026-01-14 22:40:00+00:00,2026-01-14 22:55:00+00:00,buy,97040.59605000001,96832.42087651794,1.1,-0.35694888200178093,3,stop_loss,chop_mean_rev,0.6425241312181654
2026-01-15 00:25:00+00:00,2026-01-15 00:35:00+00:00,buy,96698.5251,96391.90216918921,1.1,-0.4647249058895304,2,stop_loss,chop_mean_rev,0.5743957412798458
2026-01-15 00:35:00+00:00,2026-01-15 01:05:00+00:00,buy,96578.265,96869.610965,1.1,0.1928049633631005,6,take_profit,chop_mean_rev,0.5677345850134096
2026-01-15 09:40:00+00:00,2026-01-15 09:50:00+00:00,sell,96998.57645000001,97147.66157273672,1.1,-0.2921301521053865,2,stop_loss,chop_mean_rev,0.6689334993205229
2026-01-15 20:30:00+00:00,2026-01-15 21:45:00+00:00,buy,95176.7646,95499.92615,1.1,0.22963108910500485,15,take_profit,chop_mean_rev,0.5848201113813345
2026-01-15 22:00:00+00:00,2026-01-16 01:30:00+00:00,sell,95586.3829,95881.32921087109,1.1,-0.45080963195137563,42,stop_loss,chop_mean_rev,0.5632919134775585
2026-01-16 10:25:00+00:00,2026-01-16 10:35:00+00:00,buy,95447.19975,95213.54248798975,1.1,-0.38285907808835096,2,stop_loss,chop_mean_rev,0.5576816983293691
2026-01-16 12:25:00+00:00,2026-01-16 12:50:00+00:00,sell,95489.53135,95400.13122749998,1.1,-0.027647042551122783,5,take_profit,chop_mean_rev,0.5850082271086973
2026-01-18 01:10:00+00:00,2026-01-18 01:50:00+00:00,buy,94949.15084999999,94787.19898078822,1.1,-0.30337304702126816,8,stop_loss,chop_mean_rev,0.6227340774784672
2026-01-18 08:50:00+00:00,2026-01-18 09:35:00+00:00,sell,95125.11365,95267.88953741374,1.1,-0.2827128582588029,9,stop_loss,chop_mean_rev,0.6130512749860522
2026-01-18 18:50:00+00:00,2026-01-18 18:55:00+00:00,sell,95333.60935000001,95543.37354911242,1.1,-0.35671942773706633,1,stop_loss,chop_mean_rev,0.5657521762825362
2026-01-19 07:50:00+00:00,2026-01-19 07:55:00+00:00,sell,92732.31065,92839.85134676528,1.2,-0.2626607927560089,1,stop_loss,chop_mean_rev,0.7005525971567311
2026-01-19 07:55:00+00:00,2026-01-19 08:15:00+00:00,sell,92722.91535000001,92908.5535601426,1.1,-0.3267188006375369,4,stop_loss,chop_mean_rev,0.6065124880461017
2026-01-19 18:25:00+00:00,2026-01-19 20:10:00+00:00,buy,92970.66209999999,93136.53343750001,1.1,0.059627722195274756,21,take_profit,chop_mean_rev,0.6363170931974508
2026-01-20 12:20:00+00:00,2026-01-20 12:55:00+00:00,buy,91063.60905,91206.3190275,1.2,0.04001762478419418,7,take_profit,chop_mean_rev,0.6881401962645891
2026-01-21 00:40:00+00:00,2026-01-21 01:50:00+00:00,sell,88779.68795,89178.26908782433,1.2,-0.6064270944564216,14,stop_loss,chop_mean_rev,0.5751799501389717
2026-01-21 02:10:00+00:00,2026-01-21 02:30:00+00:00,sell,89210.1726,89016.94122749999,1.2,0.10355412504421573,4,take_profit,chop_mean_rev,0.5848948835249566
2026-01-21 03:45:00+00:00,2026-01-21 04:45:00+00:00,sell,89419.36795000001,89658.78917726391,1.2,-0.4162417458483075,12,stop_loss,chop_mean_rev,0.6001362558626231
2026-01-21 16:35:00+00:00,2026-01-21 16:40:00+00:00,buy,88860.90825,88702.90468350824,1.2,-0.31745022510222864,1,stop_loss,chop_mean_rev,0.6876310595015055
2026-01-21 18:50:00+00:00,2026-01-21 19:25:00+00:00,sell,88341.90695,88773.27925021254,1.2,-0.6451696943191931,7,stop_loss,chop_mean_rev,0.6043786718172498
2026-01-22 07:55:00+00:00,2026-01-22 09:05:00+00:00,buy,89807.58135,89942.916045,1.2,0.03298127587561475,14,take_profit,chop_mean_rev,0.5950140154978654
2026-01-22 13:45:00+00:00,2026-01-22 13:50:00+00:00,buy,89644.29974999999,89515.62248642526,1.2,-0.28340786029990567,1,stop_loss,chop_mean_rev,0.6794758989643958
2026-01-23 01:55:00+00:00,2026-01-23 02:55:00+00:00,sell,89854.35035000001,89666.2557225,1.2,0.09645871662780288,12,take_profit,chop_mean_rev,0.6144509700331428
2026-01-23 04:10:00+00:00,2026-01-23 05:15:00+00:00,sell,90005.97450000001,89829.39224999999,1.2,0.08241723594002559,13,take_profit,chop_mean_rev,0.6890043727277777
2026-01-23 05:25:00+00:00,2026-01-23 05:45:00+00:00,buy,89655.90555,89498.08609599118,1.2,-0.31837421879569194,4,stop_loss,chop_mean_rev,0.6367289038210078
2026-01-23 08:35:00+00:00,2026-01-23 09:15:00+00:00,buy,89268.01169999999,89065.14250810797,1.2,-0.3718429013002654,8,stop_loss,chop_mean_rev,0.602691459283611
2026-01-23 19:20:00+00:00,2026-01-23 19:30:00+00:00,buy,90066.8109,89663.5297458901,1.2,-0.613343230196912,2,stop_loss,chop_mean_rev,0.5941104777705623
2026-01-24 03:00:00+00:00,2026-01-24 03:05:00+00:00,sell,89750.80215,89869.6273675457,1.1,-0.24925722278185228,1,stop_loss,chop_mean_rev,0.662137201678188
2026-01-24 03:05:00+00:00,2026-01-24 03:25:00+00:00,sell,89784.0855,89932.9662291834,1.1,-0.2823820562429951,4,stop_loss,chop_mean_rev,0.6325282573381035
2026-01-24 14:00:00+00:00,2026-01-24 14:05:00+00:00,buy,89389.4724,89286.0945020404,1.1,-0.23164156191090166,1,stop_loss,chop_mean_rev,0.675427979165157
2026-01-24 15:55:00+00:00,2026-01-24 16:00:00+00:00,buy,89264.71005,89136.89557107318,1.1,-0.2583409865294012,1,stop_loss,chop_mean_rev,0.6396587639355509
2026-01-25 03:35:00+00:00,2026-01-25 03:45:00+00:00,buy,88961.15835,88769.29835099207,1.1,-0.3283481003313709,2,stop_loss,chop_mean_rev,0.5804715007565266
2026-01-25 10:25:00+00:00,2026-01-25 12:20:00+00:00,sell,88554.60055,88741.0055220436,1.1,-0.3220605692555104,23,stop_loss,chop_mean_rev,0.5944602683468954
2026-01-25 15:55:00+00:00,2026-01-25 16:00:00+00:00,buy,88465.31055,88309.99457689324,1.1,-0.2875192718011824,1,stop_loss,chop_mean_rev,0.6332221756528147
2026-01-25 18:35:00+00:00,2026-01-25 18:40:00+00:00,buy,87405.38084999999,87122.68339107046,1.2,-0.4648971569690041,1,stop_loss,chop_mean_rev,0.6116831241875857
2026-01-26 03:35:00+00:00,2026-01-26 03:55:00+00:00,buy,87280.6185,87009.2313823841,1.2,-0.45115323305439764,4,stop_loss,chop_mean_rev,0.5850397719478952
2026-01-26 15:15:00+00:00,2026-01-26 15:40:00+00:00,sell,88625.0653,88002.90446249998,1.1,0.5678024612067737,5,take_profit,chop_mean_rev,0.6388155520271734
2026-01-26 18:25:00+00:00,2026-01-26 18:55:00+00:00,sell,88003.57620000001,88396.47207865541,1.1,-0.5486094983848521,6,stop_loss,chop_mean_rev,0.5811089571693981
2026-01-26 20:10:00+00:00,2026-01-26 20:50:00+00:00,buy,87906.43125,87604.58207588534,1.1,-0.4478713603212073,8,stop_loss,chop_mean_rev,0.578041092565183
2026-01-26 23:35:00+00:00,2026-01-26 23:40:00+00:00,sell,88532.1118,88673.28898062826,1.1,-0.27225046320630414,1,stop_loss,chop_mean_rev,0.6700330461309696
2026-01-27 04:50:00+00:00,2026-01-27 05:10:00+00:00,buy,88556.8563,88362.02151411584,1.1,-0.3310847238298913,4,stop_loss,chop_mean_rev,0.5916775607099517
2026-01-27 10:50:00+00:00,2026-01-27 11:30:00+00:00,buy,87803.0796,87876.09997,1.1,-0.03562585151620179,8,take_profit,chop_mean_rev,0.6003976300970707
2026-01-27 16:10:00+00:00,2026-01-27 16:20:00+00:00,sell,88343.30625000001,88615.45892558638,1.1,-0.4161607281608987,2,stop_loss,chop_mean_rev,0.6298977699346209
2026-01-27 18:55:00+00:00,2026-01-27 19:20:00+00:00,sell,88187.98395000001,88346.48631531809,1.1,-0.29086535222500165,5,stop_loss,chop_mean_rev,0.688094370305043
2026-01-28 13:35:00+00:00,2026-01-28 13:40:00+00:00,sell,90200.47720000001,90405.54460869126,1.1,-0.3447741239541088,1,stop_loss,chop_mean_rev,0.6216782050608783
2026-01-28 13:40:00+00:00,2026-01-28 14:25:00+00:00,sell,90334.0104,90004.7648925,1.1,0.24314646655695377,9,take_profit,chop_mean_rev,0.6769069167090983
2026-01-28 14:45:00+00:00,2026-01-28 15:05:00+00:00,buy,89653.70444999999,89421.09652270027,1.1,-0.37405808867166956,4,stop_loss,chop_mean_rev,0.6209699856677064
2026-01-28 17:55:00+00:00,2026-01-28 18:00:00+00:00,sell,90104.5252,89698.03160249998,1.1,0.3284732697603789,1,take_profit,chop_mean_rev,0.5940985790773134
2026-01-28 19:40:00+00:00,2026-01-28 19:50:00+00:00,buy,89042.39894999999,89505.314955,1.1,0.39136611432270707,2,take_profit,chop_mean_rev,0.6969302777836992
2026-01-29 08:15:00+00:00,2026-01-29 08:25:00+00:00,buy,88005.48074999999,88210.8375175,1.1,0.10958967419345945,2,take_profit,chop_mean_rev,0.5904389160899601
2026-01-29 21:45:00+00:00,2026-01-30 00:50:00+00:00,sell,84563.0973,84217.2525825,1.2,0.29349180908458705,37,take_profit,chop_mean_rev,0.588973992096692
2026-01-30 11:55:00+00:00,2026-01-30 12:00:00+00:00,sell,83044.2571,83350.35723594592,1.2,-0.48712428545698355,1,stop_loss,chop_mean_rev,0.5842403619664436
2026-01-30 14:45:00+00:00,2026-01-30 14:55:00+00:00,sell,83431.76325,82922.870715,1.2,0.49089570554520756,2,take_profit,chop_mean_rev,0.5810750564409912
2026-01-31 06:30:00+00:00,2026-01-31 07:15:00+00:00,buy,83710.6344,83582.3557008199,1.2,-0.2743853918887064,9,stop_loss,chop_mean_rev,0.650777312967062
2026-01-31 13:35:00+00:00,2026-01-31 14:05:00+00:00,buy,82533.34605000001,82805.30163750002,1.2,0.2073028786650094,6,take_profit,chop_mean_rev,0.6346969204181051
2026-01-31 18:40:00+00:00,2026-01-31 22:40:00+00:00,buy,77556.45885,77999.28085000001,0.8,0.2795908449440117,48,max_hold_bars,chop_mean_rev,0.5891245130595674
2026-01-31 23:25:00+00:00,2026-02-01 00:10:00+00:00,sell,78901.9293,79190.57719645476,1.3,-0.4985544204584187,9,stop_loss,chop_mean_rev,0.6434368244111581
2026-02-01 05:50:00+00:00,2026-02-01 06:45:00+00:00,buy,78560.0604,78290.96114946279,1.3,-0.4721728225069571,11,stop_loss,chop_mean_rev,0.5799685944359638
2026-02-01 06:45:00+00:00,2026-02-01 06:50:00+00:00,buy,78331.9464,78170.47746873934,1.3,-0.33198150125648024,1,stop_loss,chop_mean_rev,0.6444328316803636
2026-02-01 06:50:00+00:00,2026-02-01 07:00:00+00:00,buy,78372.9669,78067.75874754204,1.3,-0.5187943642004248,2,stop_loss,chop_mean_rev,0.5519820225355525
2026-02-01 08:40:00+00:00,2026-02-01 09:55:00+00:00,sell,78788.08625000001,79018.93325811555,1.2,-0.39063746378449027,15,stop_loss,chop_mean_rev,0.6226958883044128
2026-02-01 14:20:00+00:00,2026-02-01 14:25:00+00:00,buy,78063.91244999999,77763.73949283801,1.3,-0.5117704128259875,1,stop_loss,chop_mean_rev,0.5818752839343648
2026-02-01 19:45:00+00:00,2026-02-01 19:55:00+00:00,buy,77288.72505000001,77071.64960614324,1.3,-0.40259916924558936,2,stop_loss,chop_mean_rev,0.6489244334925537
2026-02-02 00:20:00+00:00,2026-02-02 01:10:00+00:00,sell,77866.14745,77055.9237075,0.7,0.5020893498638539,10,take_profit,chop_mean_rev,0.5829827128214548
2026-02-02 02:50:00+00:00,2026-02-02 03:10:00+00:00,buy,76698.33,76173.32973185016,1.1,-0.6783955903878501,4,stop_loss,chop_mean_rev,0.581249466167133
2026-02-02 20:55:00+00:00,2026-02-02 21:05:00+00:00,buy,77989.67534999999,78285.1728325,1.2,0.2420790883086119,2,take_profit,chop_mean_rev,0.6486255700605961
2026-02-02 22:05:00+00:00,2026-02-02 23:35:00+00:00,sell,78668.74595000001,78914.37836922513,1.2,-0.4082187525799855,18,stop_loss,chop_mean_rev,0.6159975800458831
2026-02-03 14:40:00+00:00,2026-02-03 14:45:00+00:00,buy,77877.7194,77676.3335019813,1.2,-0.35366199571187484,1,stop_loss,chop_mean_rev,0.6556061115580921
2026-02-03 15:00:00+00:00,2026-02-03 15:15:00+00:00,buy,77431.2963,76977.34075607729,1.2,-0.6559208713876296,3,stop_loss,chop_mean_rev,0.5908865364845272
2026-02-03 22:15:00+00:00,2026-02-04 01:00:00+00:00,buy,75816.78945,76324.088865,1.1,0.45761637681210143,33,take_profit,chop_mean_rev,0.5827191718929957
2026-02-04 02:45:00+00:00,2026-02-04 03:10:00+00:00,buy,75811.0866,76332.49466000001,1.3,0.5591584846172211,5,take_profit,chop_mean_rev,0.6696447585680212
2026-02-04 05:50:00+00:00,2026-02-04 06:05:00+00:00,buy,76117.73985,76419.39119,1.3,0.2731677797887958,3,take_profit,chop_mean_rev,0.6548940664478152
2026-02-04 16:35:00+00:00,2026-02-04 17:25:00+00:00,buy,73180.77209999999,72622.83266617607,1.0,-0.6454215966836274,10,stop_loss,chop_mean_rev,0.6471498721814732
2026-02-04 18:40:00+00:00,2026-02-04 21:40:00+00:00,sell,73923.71965,72930.2018775,0.8,0.7243243356667968,36,take_profit,chop_mean_rev,0.6285696618923103
2026-02-05 02:50:00+00:00,2026-02-05 02:55:00+00:00,buy,71783.37375,71248.45468295626,1.0,-0.6207381641035121,1,stop_loss,chop_mean_rev,0.6026470055842624
2026-02-05 09:10:00+00:00,2026-02-05 09:15:00+00:00,sell,71751.10650000001,71933.24743697322,1.3,-0.34885701413601694,1,stop_loss,chop_mean_rev,0.6847936279457556
2026-02-05 09:15:00+00:00,2026-02-05 10:45:00+00:00,sell,71751.90610000001,71194.05423750001,1.3,0.6137095721867496,18,take_profit,chop_mean_rev,0.6085805427769411
2026-02-05 20:20:00+00:00,2026-02-05 20:25:00+00:00,buy,64074.8214,63838.902520859956,1.5,-0.46900067023884107,1,stop_loss,chop_mean_rev,0.7070310746589804
2026-02-05 20:25:00+00:00,2026-02-05 20:35:00+00:00,buy,63862.51529999999,63342.74974309802,1.0,-0.5960887159278286,2,stop_loss,chop_mean_rev,0.6304219928567154
2026-02-06 05:10:00+00:00,2026-02-06 05:35:00+00:00,sell,65476.8452,65879.23632115075,1.4,-0.6736866780888079,5,stop_loss,chop_mean_rev,0.6264124769278968
2026-02-06 09:35:00+00:00,2026-02-06 10:20:00+00:00,sell,65699.9336,66205.96714514619,1.1,-0.6436947941526023,9,stop_loss,chop_mean_rev,0.5908276934561589
2026-02-06 22:25:00+00:00,2026-02-06 22:35:00+00:00,sell,70752.30615,71048.25359640486,1.3,-0.49533611692850654,2,stop_loss,chop_mean_rev,0.634181466620502
2026-02-06 22:35:00+00:00,2026-02-06 22:45:00+00:00,sell,71170.09715,71356.34131392498,1.3,-0.3532880351043273,2,stop_loss,chop_mean_rev,0.6645921629826157
2026-02-07 01:50:00+00:00,2026-02-07 03:10:00+00:00,sell,70424.27025,70766.948551916,1.3,-0.5556109431562842,16,stop_loss,chop_mean_rev,0.6050947413949604
2026-02-07 04:00:00+00:00,2026-02-07 04:15:00+00:00,sell,71034.36505,71336.62205227395,1.3,-0.5039834728959124,3,stop_loss,chop_mean_rev,0.6040284554553631
2026-02-07 05:30:00+00:00,2026-02-07 05:50:00+00:00,buy,70316.24055,69887.50985952928,1.3,-0.6667088229313716,4,stop_loss,chop_mean_rev,0.5972422490608503
2026-02-07 12:10:00+00:00,2026-02-07 12:15:00+00:00,sell,68792.1867,68883.45601378162,1.3,-0.22603710923284207,1,stop_loss,chop_mean_rev,0.7045044619823564
2026-02-07 23:10:00+00:00,2026-02-07 23:20:00+00:00,buy,69070.21784999999,68808.91001441925,1.3,-0.4472459059892057,2,stop_loss,chop_mean_rev,0.5942724403559352
2026-02-08 08:00:00+00:00,2026-02-08 08:20:00+00:00,sell,69781.39185,69871.28287338915,1.3,-0.22578741669013996,4,stop_loss,chop_mean_rev,0.6893007420953042
2026-02-08 11:35:00+00:00,2026-02-08 11:50:00+00:00,sell,70814.575,71171.66797118634,1.3,-0.5749701320597709,3,stop_loss,chop_mean_rev,0.5871383208159463
2026-02-08 16:50:00+00:00,2026-02-08 18:15:00+00:00,buy,70357.46115,70996.92378000001,1.3,0.7210449987546118,17,take_profit,chop_mean_rev,0.6988382729988821
2026-02-08 18:35:00+00:00,2026-02-08 19:50:00+00:00,sell,71243.46045000001,71450.78657731532,1.3,-0.38082547819120105,15,stop_loss,chop_mean_rev,0.6451814732905055
2026-02-09 03:35:00+00:00,2026-02-09 03:40:00+00:00,sell,71033.96525000001,71317.37884997076,1.3,-0.4794717283599529,1,stop_loss,chop_mean_rev,0.6113020773664762
2026-02-09 03:40:00+00:00,2026-02-09 03:55:00+00:00,sell,71071.34655,71413.7045474866,1.3,-0.5562037365886203,3,stop_loss,chop_mean_rev,0.5827360402221422
2026-02-09 08:25:00+00:00,2026-02-09 08:30:00+00:00,buy,70088.52674999999,69931.59320503108,1.3,-0.3132293020245069,1,stop_loss,chop_mean_rev,0.6644867704197097
2026-02-09 10:25:00+00:00,2026-02-09 10:30:00+00:00,buy,69029.6976,68786.84767743293,1.3,-0.4232018046535856,1,stop_loss,chop_mean_rev,0.6300732880763337
2026-02-09 16:45:00+00:00,2026-02-09 17:00:00+00:00,sell,70044.96,70242.39685450114,1.3,-0.36609204919799093,3,stop_loss,chop_mean_rev,0.6997118268027513
2026-02-09 19:35:00+00:00,2026-02-09 19:50:00+00:00,sell,70840.26215,71026.10731181107,1.2,-0.32515798018578834,3,stop_loss,chop_mean_rev,0.6723634571744648
2026-02-10 00:20:00+00:00,2026-02-10 00:45:00+00:00,buy,69906.03555,69669.96232724353,1.3,-0.41576446792766497,5,stop_loss,chop_mean_rev,0.6065804508358615
2026-02-10 01:35:00+00:00,2026-02-10 02:40:00+00:00,sell,70355.50465,70053.7343625,1.2,0.2610296929109951,13,take_profit,chop_mean_rev,0.5620889581485635
2026-02-10 03:10:00+00:00,2026-02-10 03:15:00+00:00,buy,69834.09959999999,69539.56379121012,1.3,-0.491608008871967,1,stop_loss,chop_mean_rev,0.5782640882450562
2026-02-10 18:30:00+00:00,2026-02-10 18:45:00+00:00,buy,68792.1789,68670.21694799559,1.3,-0.2657712063671658,3,stop_loss,chop_mean_rev,0.6999093420406322
2026-02-11 00:30:00+00:00,2026-02-11 02:45:00+00:00,sell,69062.6514,68784.64513499998,1.3,0.2538872532027236,27,take_profit,chop_mean_rev,0.5810207757441668
2026-02-11 06:15:00+00:00,2026-02-11 06:45:00+00:00,buy,66885.2259,66728.35847351735,1.3,-0.30814625023879505,6,stop_loss,chop_mean_rev,0.6753450319551529
2026-02-11 23:20:00+00:00,2026-02-11 23:30:00+00:00,buy,66944.95575,66832.43967172774,1.3,-0.2506172701828757,2,stop_loss,chop_mean_rev,0.6897426632888608
2026-02-12 04:55:00+00:00,2026-02-12 05:10:00+00:00,buy,67019.2929,66785.13343698187,1.3,-0.4087747544664217,3,stop_loss,chop_mean_rev,0.6049827123520851
2026-02-12 22:50:00+00:00,2026-02-12 23:25:00+00:00,sell,66187.38975,66486.41767044833,1.3,-0.4922218663707698,7,stop_loss,chop_mean_rev,0.5867648130789714
2026-02-13 08:55:00+00:00,2026-02-13 09:30:00+00:00,sell,66629.16875,66908.32152571969,1.3,-0.46705785085065715,7,stop_loss,chop_mean_rev,0.5732603246400292
2026-02-13 15:10:00+00:00,2026-02-13 15:15:00+00:00,sell,68300.33275,68468.19782976087,1.3,-0.32490405754134655,1,stop_loss,chop_mean_rev,0.6868858316829409
2026-02-14 11:15:00+00:00,2026-02-14 11:20:00+00:00,sell,69985.58970000001,70084.65086733525,1.2,-0.2197239740107689,1,stop_loss,chop_mean_rev,0.6799710025313219
2026-02-14 21:10:00+00:00,2026-02-14 21:30:00+00:00,sell,70150.60715,69926.7909225,1.2,0.1677237463877907,4,take_profit,chop_mean_rev,0.618024852421575
2026-02-15 00:10:00+00:00,2026-02-15 00:45:00+00:00,buy,69712.13865,69544.09543933951,1.2,-0.30191634133690737,7,stop_loss,chop_mean_rev,0.5938374358362546
2026-02-15 07:20:00+00:00,2026-02-15 07:30:00+00:00,sell,70572.19625000001,70803.44769853241,1.2,-0.379292201881831,2,stop_loss,chop_mean_rev,0.583143635418813
2026-02-15 12:15:00+00:00,2026-02-15 12:20:00+00:00,buy,70179.6723,70306.479175,1.2,0.05101822093799373,1,take_profit,chop_mean_rev,0.5850424800570178
2026-02-15 21:10:00+00:00,2026-02-15 21:30:00+00:00,sell,68679.14325000001,68883.38760319131,1.2,-0.34413824604385934,4,stop_loss,chop_mean_rev,0.608876839008661
2026-02-15 23:10:00+00:00,2026-02-16 00:05:00+00:00,buy,68499.53265,68792.58150250002,1.2,0.25280830081023065,11,take_profit,chop_mean_rev,0.5905872068039896
2026-02-16 04:10:00+00:00,2026-02-16 04:15:00+00:00,sell,68562.30170000001,68750.15070583674,1.2,-0.3242837727362803,1,stop_loss,chop_mean_rev,0.5944207758525885
2026-02-16 23:55:00+00:00,2026-02-17 00:15:00+00:00,sell,68839.86285,68710.5030825,1.2,0.056195457528606656,4,take_profit,chop_mean_rev,0.5848744041507359
2026-02-17 02:00:00+00:00,2026-02-17 02:10:00+00:00,buy,68547.0564,68810.5225275,1.2,0.2172618961721955,2,take_profit,chop_mean_rev,0.673906924918409
2026-02-17 05:25:00+00:00,2026-02-17 05:35:00+00:00,buy,68041.10355,67863.03624835768,1.2,-0.3115317426256067,2,stop_loss,chop_mean_rev,0.6304700001077793
2026-02-18 01:05:00+00:00,2026-02-18 01:10:00+00:00,buy,67118.94269999999,66986.09451688705,1.3,-0.27730456707598355,1,stop_loss,chop_mean_rev,0.6613119925440145
2026-02-18 01:10:00+00:00,2026-02-18 01:30:00+00:00,buy,67111.73909999999,66885.50767798834,1.3,-0.39861870110198006,4,stop_loss,chop_mean_rev,0.5952995786644509
2026-02-18 03:40:00+00:00,2026-02-18 04:50:00+00:00,sell,67563.0016,67790.27197761151,1.2,-0.3701788101096906,14,stop_loss,chop_mean_rev,0.5661849939413992
2026-02-18 05:15:00+00:00,2026-02-18 05:30:00+00:00,sell,67862.35185,67690.73345249999,1.2,0.10834385558222008,3,take_profit,chop_mean_rev,0.6041459188055093
2026-02-18 15:40:00+00:00,2026-02-18 16:00:00+00:00,sell,68041.3623,67288.357365,1.2,0.8061685238411879,4,take_profit,chop_mean_rev,0.6749312724963976
2026-02-18 18:45:00+00:00,2026-02-18 18:50:00+00:00,buy,66515.8413,66227.96571990057,1.3,-0.47777842360477607,1,stop_loss,chop_mean_rev,0.6100460230255642
2026-02-18 18:50:00+00:00,2026-02-18 19:25:00+00:00,buy,66420.5937,66115.25895445868,1.3,-0.5003131342741897,7,stop_loss,chop_mean_rev,0.6064704153771787
2026-02-19 08:30:00+00:00,2026-02-19 08:50:00+00:00,buy,66864.91575,66788.54760729866,1.2,-0.18787226485885847,4,stop_loss,chop_mean_rev,0.7053871193690764
